"STT","Session_ID","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","Revenue_int"
207,207,1,18,0,0,16,1331.75,0,0.0125,33.79956701,0,"Mar",2,5,2,3,"New_Visitor",FALSE,TRUE,1
208,208,2,40,0,0,5,558.5,0,0.028571429,0,0,"Mar",2,2,7,2,"New_Visitor",TRUE,FALSE,0
209,209,3,107,0,0,4,145.8333333,0,0.016666667,0,0,"Mar",3,2,7,1,"New_Visitor",FALSE,FALSE,0
210,210,0,0,0,0,8,731,0,0.04375,0,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE,0
211,211,2,49,1,127,4,188,0.033333333,0.0375,0,0,"Mar",3,2,3,2,"Returning_Visitor",FALSE,FALSE,0
212,212,0,0,0,0,14,565.3333333,0.037619048,0.04952381,0,0,"Mar",2,6,3,1,"Returning_Visitor",FALSE,FALSE,0
213,213,0,0,0,0,2,50,0,0.05,0,0,"Mar",3,2,8,11,"Returning_Visitor",FALSE,FALSE,0
214,214,4,57,0,0,7,591,0.006666667,0.033333333,0,0,"Mar",1,2,6,6,"Returning_Visitor",TRUE,FALSE,0
215,215,2,2,3,261,10,281,0,0.042857143,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
216,216,2,123,2,306.3333333,18,483.8333333,0,0.02,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
217,217,2,118,0,0,4,42,0,0.066666667,0,0,"Mar",1,2,7,3,"Returning_Visitor",FALSE,FALSE,0
218,218,0,0,0,0,35,1192.386111,0.005714286,0.028571429,0,0,"Mar",2,4,2,2,"Returning_Visitor",FALSE,FALSE,0
219,219,0,0,0,0,12,198,0.016666667,0.075,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
220,220,0,0,0,0,3,15,0,0.066666667,0,0,"Mar",2,4,3,12,"Returning_Visitor",FALSE,FALSE,0
221,221,2,38,0,0,14,643,0,0.013333333,35.0928,0,"Mar",2,2,5,1,"Returning_Visitor",FALSE,TRUE,1
222,222,0,0,0,0,5,23,0.08,0.12,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
223,223,0,0,0,0,4,14,0.1,0.15,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
224,224,1,54,0,0,6,210.5,0,0.02,0,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE,0
225,225,1,993,0,0,28,1529.30467,0.001481481,0.009150327,0,0,"Mar",3,2,4,2,"Returning_Visitor",FALSE,FALSE,0
226,226,0,0,0,0,2,19,0,0.1,0,0,"Mar",2,2,3,11,"Returning_Visitor",TRUE,FALSE,0
227,227,5,74.25,2,84,37,1599.083333,0,0.006578947,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
228,228,0,0,0,0,9,102.5,0,0.022222222,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
229,229,0,0,0,0,16,2337,0,0.013333333,17.76266667,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,TRUE,1
230,230,0,0,0,0,19,1883.5,0.010526316,0.021052632,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
231,231,2,32,0,0,50,1245.3,0.004,0.020666667,7.146260888,0,"Mar",2,2,7,9,"Returning_Visitor",TRUE,FALSE,0
232,232,6,666.8333333,0,0,22,1674.583333,0,0.014666667,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
233,233,0,0,0,0,9,132,0.011111111,0.033333333,0,0,"Mar",4,1,1,3,"Returning_Visitor",TRUE,FALSE,0
234,234,1,73,1,740,50,1434.255128,0,0.019230769,22.03276923,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,FALSE,0
235,235,2,154,0,0,18,367.25,0.005263158,0.044210526,0,0,"Mar",3,2,2,1,"Returning_Visitor",TRUE,FALSE,0
236,236,3,49.33333333,5,303.25,7,148.5,0,0.014081633,0,0,"Mar",3,2,2,2,"Returning_Visitor",FALSE,FALSE,0
237,237,3,118.5,0,0,29,1482.210784,0.006896552,0.010600255,0,0,"Mar",3,2,1,8,"Returning_Visitor",TRUE,FALSE,0
238,238,6,153.5,0,0,34,1048.492063,0.011578947,0.032225685,0,0,"Mar",2,6,1,1,"Returning_Visitor",TRUE,FALSE,0
239,239,0,0,0,0,9,478,0,0.011111111,0,0,"Mar",3,2,2,3,"Returning_Visitor",TRUE,FALSE,0
240,240,0,0,0,0,16,980.25,0,0.04,0,0,"Mar",2,2,4,3,"Returning_Visitor",FALSE,FALSE,0
241,241,8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,0,0,"Mar",2,2,2,2,"Returning_Visitor",FALSE,FALSE,0
242,242,2,24.5,0,0,22,353.1666667,0.018181818,0.031818182,0,0,"Mar",2,5,1,3,"Returning_Visitor",FALSE,FALSE,0
243,243,1,0,0,0,18,1489.083333,0.023529412,0.046470588,0,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
244,244,0,0,1,1220,28,2389.333333,0.016666667,0.030833333,0,0,"Mar",2,2,1,3,"Returning_Visitor",TRUE,FALSE,0
245,245,0,0,0,0,7,753,0,0.00952381,0,0,"Mar",2,10,1,2,"Returning_Visitor",FALSE,FALSE,0
246,246,0,0,0,0,31,688.1666667,0,0.019354839,0,0,"Mar",4,1,1,3,"Returning_Visitor",FALSE,FALSE,0
247,247,0,0,0,0,14,811,0.015384615,0.041025641,0,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
248,248,1,22,0,0,9,415.25,0.033333333,0.048148148,0,0,"Mar",3,3,1,1,"Returning_Visitor",FALSE,FALSE,0
249,249,16,155.6313131,0,0,32,908.013456,0.005,0.01805276,4.368515556,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,TRUE,1
250,250,1,21.33333333,1,235,71,2753.378571,0.012676056,0.015201207,0,0,"Mar",3,2,2,1,"Returning_Visitor",TRUE,FALSE,0
251,251,2,191,1,100,46,2452.582143,0.007246377,0.022253906,0,0,"Mar",3,2,9,3,"Returning_Visitor",TRUE,FALSE,0
252,252,0,0,0,0,18,5188.5,0,0.05,0,0,"Mar",2,5,1,1,"Returning_Visitor",FALSE,FALSE,0
253,253,0,0,0,0,2,0,0.2,0.2,0,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE,0
254,254,0,0,0,0,5,57,0.08,0.12,0,0,"Mar",2,5,2,1,"Returning_Visitor",FALSE,FALSE,0
255,255,0,0,0,0,2,8,0,0.1,0,0,"Mar",2,2,5,1,"Returning_Visitor",TRUE,FALSE,0
256,256,4,96.5,0,0,19,1430.659091,0.01,0.025666667,0,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE,0
257,257,1,13,0,0,2,20,0,0.05,0,0,"Mar",3,2,3,2,"Returning_Visitor",FALSE,FALSE,0
258,258,5,1388.75,0,0,4,1373.75,0,0.02,0,0,"Mar",1,1,7,8,"Returning_Visitor",FALSE,FALSE,0
259,259,0,0,0,0,45,844.25,0,0.01037037,0,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE,0
260,260,0,0,1,0,7,188,0,0.033333333,0,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE,0
261,261,3,51,0,0,14,527.375,0.015555556,0.033862434,0,0,"Mar",7,1,6,1,"Returning_Visitor",TRUE,FALSE,0
262,262,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,3,5,2,"Returning_Visitor",FALSE,FALSE,0
263,263,1,158,1,64,29,1916.761905,0.006451613,0.018709677,8.772473118,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,TRUE,1
264,264,0,0,0,0,9,116.3333333,0,0.066666667,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
265,265,0,0,0,0,30,397,0,0.02,0,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,FALSE,0
266,266,0,0,0,0,63,5220.083333,0,0.003329865,51.46331148,0,"Mar",2,5,3,1,"Returning_Visitor",TRUE,TRUE,1
267,267,0,0,0,0,20,219.3333333,0,0.011666667,0,0,"Mar",1,8,7,2,"Returning_Visitor",FALSE,FALSE,0
268,268,0,0,0,0,5,74,0,0.04,0,0,"Mar",2,2,1,10,"Returning_Visitor",FALSE,FALSE,0
269,269,0,0,0,0,15,1559.6,0,0.033846154,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
270,270,0,0,0,0,6,236.5,0,0.016666667,0,0,"Mar",1,1,1,3,"Returning_Visitor",TRUE,FALSE,0
271,271,1,10,0,0,14,348.6666667,0.035714286,0.053571429,0,0,"Mar",3,2,1,1,"Returning_Visitor",TRUE,FALSE,0
272,272,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,5,1,1,"Returning_Visitor",FALSE,FALSE,0
273,273,1,28,1,47,13,224.5,0,0.014285714,0,0,"Mar",1,1,1,8,"New_Visitor",FALSE,FALSE,0
274,274,4,27,0,0,42,601.7666667,0,0.004545455,0,0,"Mar",2,5,3,3,"Returning_Visitor",FALSE,FALSE,0
275,275,0,0,0,0,5,75.5,0.02,0.013333333,0,0,"Mar",1,1,2,9,"Returning_Visitor",TRUE,FALSE,0
276,276,0,0,0,0,2,153,0,0.05,0,0,"Mar",2,5,6,1,"Returning_Visitor",FALSE,FALSE,0
277,277,4,15,0,0,10,197.2,0,0.016666667,38.99,0,"Mar",1,1,1,3,"Returning_Visitor",TRUE,TRUE,1
278,278,0,0,0,0,18,3658.5,0.016666667,0.05,0,0,"Mar",4,2,9,1,"Returning_Visitor",FALSE,FALSE,0
279,279,0,0,0,0,5,1162.5,0,0.025,0,0,"Mar",2,2,2,2,"Returning_Visitor",FALSE,FALSE,0
280,280,0,0,0,0,32,556.6,0.014583333,0.039583333,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
281,281,0,0,0,0,3,41,0,0.033333333,0,0,"Mar",2,2,1,3,"Returning_Visitor",TRUE,FALSE,0
282,282,0,0,0,0,11,300.0714286,0,0.02,53.9892,0,"Mar",2,2,1,11,"Returning_Visitor",TRUE,TRUE,1
283,283,13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,6.831792392,0,"Mar",3,2,2,3,"Returning_Visitor",FALSE,FALSE,0
284,284,0,0,0,0,6,69.25,0,0.044444444,0,0,"Mar",2,2,4,3,"Returning_Visitor",FALSE,FALSE,0
285,285,2,390,0,0,10,1169.1,0.02,0.05,0,0,"Mar",3,9,9,2,"Returning_Visitor",FALSE,FALSE,0
286,286,0,0,0,0,8,402,0,0.038095238,0,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE,0
287,287,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
288,288,0,0,0,0,35,3324.333333,0.011428571,0.024761905,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
289,289,11,215.5238095,1,70,87,3037.499952,0.002150538,0.007722385,0,0,"Mar",2,2,5,1,"Returning_Visitor",FALSE,FALSE,0
290,290,0,0,0,0,4,59,0,0.05,0,0,"Mar",1,1,1,10,"Returning_Visitor",FALSE,FALSE,0
291,291,1,11,0,0,51,1059.253472,0.010588235,0.022643039,0,0,"Mar",3,2,6,3,"Returning_Visitor",FALSE,FALSE,0
292,292,2,20,0,0,7,720,0,0.011111111,0,0,"Mar",2,2,3,6,"Returning_Visitor",FALSE,FALSE,0
293,293,0,0,0,0,40,905.4856061,0.0135,0.03747619,0,0,"Mar",3,2,2,1,"Returning_Visitor",FALSE,FALSE,0
294,294,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",1,1,1,1,"Returning_Visitor",TRUE,FALSE,0
295,295,2,8,1,14.33333333,14,603.6666667,0,0.0125,44.67925,0,"Mar",2,2,1,7,"Returning_Visitor",FALSE,TRUE,1
296,296,0,0,0,0,13,328.9166667,0,0.014285714,59.79014286,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,TRUE,1
297,297,0,0,0,0,33,778.8166667,0,0.022424242,0,0,"Mar",2,5,1,1,"Returning_Visitor",FALSE,FALSE,0
298,298,4,171.25,0,0,22,851.5595238,0.004545455,0.031907308,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
299,299,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",1,1,8,1,"Returning_Visitor",FALSE,FALSE,0
300,300,0,0,0,0,3,227.5,0,0.022222222,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
301,301,5,227.3333333,0,0,17,528.9,0,0.002272727,0,0,"Mar",1,1,1,9,"Returning_Visitor",TRUE,FALSE,0
302,302,0,0,0,0,15,872.8333333,0,0.026666667,0,0,"Mar",2,2,2,3,"Returning_Visitor",TRUE,FALSE,0
303,303,0,0,0,0,2,0,0.2,0.2,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
304,304,0,0,0,0,35,835.0666667,0.012571429,0.044761905,0,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE,0
305,305,0,0,0,0,4,82.5,0,0.05,0,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,FALSE,0
306,306,0,0,1,0,1,13,0,0.1,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
307,307,0,0,0,0,2,9,0,0.1,0,0,"Mar",2,2,1,3,"Returning_Visitor",TRUE,FALSE,0
308,308,0,0,0,0,2,7,0,0.1,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
309,309,0,0,0,0,12,94.5,0.033333333,0.025555556,0,0,"Mar",3,2,4,11,"Returning_Visitor",FALSE,FALSE,0
310,310,5,86,0,0,23,267.3,0,0.016,0,0,"Mar",1,1,4,9,"Returning_Visitor",TRUE,FALSE,0
311,311,0,0,0,0,29,3312.5,0.013793103,0.028965517,0,0,"Mar",2,2,1,13,"Returning_Visitor",FALSE,FALSE,0
312,312,0,0,0,0,3,75,0,0.066666667,0,0,"Mar",2,5,1,3,"Returning_Visitor",TRUE,FALSE,0
313,313,2,7,0,0,10,75,0.05,0.11,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
314,314,0,0,1,24,27,1547.5,0.003703704,0.014814815,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
315,315,7,186.9761905,2,40,35,1276.157071,0,0.008681765,0,0,"Mar",1,1,6,2,"Returning_Visitor",FALSE,FALSE,0
316,316,3,138,2,136,54,2631.1,0,0.00969697,0,0,"Mar",1,2,1,2,"Returning_Visitor",FALSE,FALSE,0
317,317,0,0,0,0,2,96,0,0.1,0,0,"Mar",4,1,1,1,"Returning_Visitor",FALSE,FALSE,0
318,318,2,374,0,0,3,1370,0,0.025,0,0,"Mar",2,2,1,8,"Returning_Visitor",FALSE,FALSE,0
319,319,2,61,0,0,5,97,0,0.04,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
320,320,1,14,0,0,46,1380.166667,0,0.01037037,0,0,"Mar",4,1,1,1,"Returning_Visitor",FALSE,FALSE,0
321,321,1,38,0,0,23,1483.6,0.022916667,0.038373016,7.103020833,0,"Mar",3,2,6,1,"Returning_Visitor",FALSE,TRUE,1
322,322,0,0,0,0,5,156,0,0.04,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
323,323,0,0,0,0,10,240.75,0,0.02,0,0,"Mar",2,2,9,2,"Returning_Visitor",FALSE,FALSE,0
324,324,2,96,0,0,37,1238.5,0.005128205,0.016410256,0,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE,0
325,325,6,615.25,0,0,68,2524.719048,0,0.000175593,0,0,"Mar",1,2,6,1,"Returning_Visitor",FALSE,FALSE,0
326,326,4,111,0,0,4,54,0,0.028571429,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
327,327,2,147,0,0,2,35,0,0.05,0,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE,0
328,328,0,0,0,0,15,175.9166667,0.013333333,0.026666667,0,0,"Mar",1,1,1,1,"Returning_Visitor",TRUE,FALSE,0
329,329,3,53.16666667,0,0,11,263.6,0,0.003571429,0,0,"Mar",3,2,1,9,"Returning_Visitor",FALSE,FALSE,0
330,330,2,58,0,0,7,101.8,0,0.011111111,0,0,"Mar",3,2,8,2,"New_Visitor",FALSE,FALSE,0
331,331,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
332,332,3,48.5,0,0,55,1042.242857,0,0.002222222,0,0,"Mar",4,2,1,2,"New_Visitor",FALSE,FALSE,0
333,333,1,21,3,116,21,613.6666667,0.008333333,0.023611111,0,0,"Mar",1,2,1,1,"Returning_Visitor",FALSE,FALSE,0
334,334,4,115.3333333,0,0,64,1588.944444,0.003076923,0.009213675,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
335,335,0,0,1,929,75,4105.666667,0.002631579,0.017324561,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
336,336,1,8,0,0,14,269.5,0,0.019047619,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
337,337,1,32.28571429,0,0,8,1236.2,0,0.028571429,0,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,FALSE,0
338,338,0,0,0,0,49,1384.016667,0,0.011904762,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
339,339,0,0,0,0,4,52,0,0.025,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
340,340,1,11,0,0,29,664.75,0,0.005057471,0,0,"Mar",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
341,341,0,0,0,0,7,64,0,0.014285714,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
342,342,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
343,343,0,0,0,0,8,326.5,0.1,0.125,0,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
344,344,0,0,0,0,25,1690.977778,0.008,0.037333333,0,0,"Mar",1,1,8,1,"Returning_Visitor",FALSE,FALSE,0
345,345,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
346,346,4,277.75,0,0,3,178.75,0,0.008,0,0,"Mar",3,2,3,8,"New_Visitor",FALSE,FALSE,0
347,347,0,0,0,0,12,407,0,0.033333333,0,0,"Mar",2,2,4,3,"Returning_Visitor",FALSE,FALSE,0
348,348,6,241.1666667,0,0,39,1513.566667,0.005128205,0.021367521,0,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
349,349,3,64,0,0,24,832.0909091,0,0.009876543,0,0,"Mar",2,10,1,3,"New_Visitor",FALSE,FALSE,0
350,350,1,25.5,0,0,12,250.8333333,0,0.016666667,0,0,"Mar",3,2,2,1,"Returning_Visitor",TRUE,FALSE,0
351,351,2,64,0,0,15,565.6666667,0,0.00625,0,0,"Mar",2,2,1,1,"New_Visitor",FALSE,FALSE,0
352,352,0,0,0,0,10,194,0.02,0.04,0,0,"Mar",2,5,7,1,"Returning_Visitor",FALSE,FALSE,0
353,353,8,130,1,18,19,298,0,0.016666667,19.66818546,0,"Mar",2,2,3,1,"Returning_Visitor",TRUE,FALSE,0
354,354,9,79,1,155.5,55,1743.066667,0,0.004371585,0,0,"Mar",2,2,6,2,"Returning_Visitor",FALSE,FALSE,0
355,355,3,84,0,0,27,655.9166667,0,0.011111111,0,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE,0
356,356,0,0,1,9,30,1992.833333,0,0.003333333,9.227000967,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,TRUE,1
357,357,0,0,0,0,3,0,0.2,0.2,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
358,358,0,0,0,0,24,308.8635531,0,0.028030303,0,0,"Mar",2,6,2,2,"Returning_Visitor",FALSE,FALSE,0
359,359,3,41,0,0,46,2749.666667,0,0.005555556,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
360,360,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
361,361,0,0,0,0,25,812,0,0.008,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
362,362,0,0,0,0,12,166,0.028571429,0.071428571,0,0,"Mar",2,2,1,1,"Returning_Visitor",TRUE,FALSE,0
363,363,1,14,0,0,4,65,0,0.05,0,0,"Mar",2,4,3,1,"Returning_Visitor",FALSE,FALSE,0
364,364,4,86,0,0,46,2450.688095,0.027083333,0.047905093,0,0,"Mar",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
365,365,0,0,0,0,10,226.8333333,0,0.01,0,0,"Mar",1,1,1,2,"Returning_Visitor",TRUE,FALSE,0
366,366,3,618,0,0,9,341,0,0.007692308,34.43601877,0,"Mar",2,2,9,3,"New_Visitor",FALSE,TRUE,1
367,367,0,0,0,0,13,226,0,0.053846154,0,0,"Mar",2,2,4,3,"Returning_Visitor",TRUE,FALSE,0
368,368,1,11.88888889,0,0,111,3510.879903,0.0000983,0.009438427,12.01656549,0,"Mar",3,2,5,2,"Returning_Visitor",FALSE,FALSE,0
369,369,5,51.5,0,0,2,6,0,0.033333333,0,0,"Mar",2,5,2,1,"Returning_Visitor",FALSE,FALSE,0
370,370,2,7,0,0,27,559.4,0.014814815,0.030452675,0,0,"Mar",2,4,4,3,"Returning_Visitor",TRUE,FALSE,0
371,371,8,269,0,0,33,1109.883333,0.013888889,0.027742165,0,0,"Mar",1,1,4,1,"Returning_Visitor",FALSE,FALSE,0
372,372,0,0,0,0,5,239,0,0.04,0,0,"Mar",2,2,9,1,"Returning_Visitor",FALSE,FALSE,0
373,373,2,44.5,0,0,7,212.1666667,0,0.00625,0,0,"Mar",3,2,1,8,"New_Visitor",TRUE,FALSE,0
374,374,1,3,14,1165.166667,81,2820.952419,0.008897485,0.029431012,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
375,375,0,0,0,0,6,44,0.066666667,0.1,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
376,376,0,0,0,0,8,781,0.028571429,0.057142857,0,0,"Mar",3,2,4,1,"Returning_Visitor",FALSE,FALSE,0
377,377,4,61,0,0,14,175.6666667,0,0.010588235,0,0,"Mar",2,2,5,2,"Returning_Visitor",FALSE,FALSE,0
378,378,3,90,0,0,25,397.8846154,0.005333333,0.033504762,0,0,"Mar",2,2,1,1,"Returning_Visitor",TRUE,FALSE,0
379,379,0,0,0,0,25,770.0285714,0.0112,0.034933333,0,0,"Mar",3,2,8,10,"Returning_Visitor",FALSE,FALSE,0
380,380,2,102.5,3,60,22,1034.975,0,0.014,16.14384,0,"Mar",1,1,4,2,"Returning_Visitor",FALSE,TRUE,1
381,381,0,0,0,0,2,12,0,0.1,0,0,"Mar",1,1,5,3,"Returning_Visitor",FALSE,FALSE,0
382,382,0,0,0,0,3,8,0.066666667,0.133333333,0,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE,0
383,383,1,17,0,0,22,399.8,0.019047619,0.038095238,0,0,"Mar",1,5,7,1,"Returning_Visitor",FALSE,FALSE,0
384,384,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,2,3,"Returning_Visitor",FALSE,FALSE,0
385,385,9,213.3214286,5,528,61,2258.430586,0.01,0.020655014,2.810812468,0,"Mar",1,1,4,2,"Returning_Visitor",FALSE,FALSE,0
386,386,0,0,0,0,2,254,0,0.1,0,0,"Mar",3,2,4,1,"Returning_Visitor",FALSE,FALSE,0
387,387,0,0,0,0,7,67,0,0.028571429,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
388,388,0,0,0,0,4,57,0,0.025,0,0,"Mar",2,2,6,2,"Returning_Visitor",FALSE,FALSE,0
389,389,0,0,0,0,12,240.4166667,0,0.061688312,0,0,"Mar",3,2,1,6,"Returning_Visitor",FALSE,FALSE,0
390,390,0,0,0,0,8,551.1666667,0.025,0.035,0,0,"Mar",3,2,2,3,"Returning_Visitor",FALSE,FALSE,0
391,391,6,71.5,0,0,47,1532.2,0.009929078,0.019797366,27.26888014,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,TRUE,1
392,392,0,0,0,0,7,379.5,0.057142857,0.085714286,0,0,"Mar",3,2,8,1,"Returning_Visitor",FALSE,FALSE,0
393,393,1,6,0,0,14,548.1857143,0.028571429,0.02987013,0,0,"Mar",3,2,3,1,"Returning_Visitor",TRUE,FALSE,0
394,394,3,304,0,0,31,1735.301587,0.015625,0.0515625,0,0,"Mar",1,1,2,1,"Returning_Visitor",FALSE,FALSE,0
395,395,0,0,0,0,3,103,0,0.022222222,0,0,"Mar",1,1,1,3,"Returning_Visitor",TRUE,FALSE,0
396,396,7,151,0,0,44,1406.1,0.004081633,0.006501458,0,0,"Mar",1,1,4,2,"Returning_Visitor",FALSE,FALSE,0
397,397,3,199.75,0,0,8,331.4,0,0.003333333,0,0,"Mar",3,2,2,10,"New_Visitor",FALSE,FALSE,0
398,398,1,13.5,1,28,88,1759.275703,0.004545455,0.020644542,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
399,399,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
400,400,7,191.2,4,654.3333333,31,1204.600433,0.000854701,0.013342491,11.92009615,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE,1
401,401,2,47,0,0,39,1743.366667,0,0.016410256,78.93483561,0,"Mar",3,3,2,1,"Returning_Visitor",FALSE,TRUE,1
402,402,0,0,0,0,10,236,0,0.026666667,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
403,403,5,197,4,246,17,427.0833333,0,0.008695652,0,0,"Mar",1,1,3,2,"New_Visitor",FALSE,FALSE,0
404,404,3,115.125,0,0,46,909.522619,0.004255319,0.020449173,0,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE,0
405,405,4,312.75,0,0,14,702.9166667,0,0.014259259,0,0,"Mar",3,2,1,2,"New_Visitor",FALSE,FALSE,0
406,406,0,0,0,0,40,962.3333333,0,0.01625,0,0,"Mar",2,2,9,1,"Returning_Visitor",FALSE,FALSE,0
407,407,4,724,0,0,2,159,0,0.008,0,0,"Mar",4,2,1,7,"New_Visitor",FALSE,FALSE,0
408,408,0,0,0,0,2,24,0,0.1,0,0,"Mar",2,6,1,2,"Returning_Visitor",FALSE,FALSE,0
409,409,8,237.5,4,142,30,1569.625,0,0.008108108,15.88906362,0,"Mar",1,2,1,9,"Returning_Visitor",TRUE,TRUE,1
410,410,3,66.33333333,0,0,15,424.8333333,0,0.0125,0,0,"Mar",2,2,6,6,"Returning_Visitor",FALSE,FALSE,0
411,411,0,0,0,0,16,154.8333333,0,0.00625,0,0,"Mar",2,4,7,1,"Returning_Visitor",FALSE,FALSE,0
412,412,2,190,1,0,37,758.4428571,0,0.010526316,0,0,"Mar",1,1,6,1,"Returning_Visitor",TRUE,FALSE,0
413,413,4,174,1,18.5,11,305.875,0,0.001709402,0,0,"Mar",1,2,3,8,"New_Visitor",TRUE,FALSE,0
